completion,preds
"Favor, None","None, "
"None, None","None, "
"Favor, None","None, "
"Favor, None","None, "
"Favor, None","Against, Against"
"None, Against",", "
"None, None",", "
"None, None","None, "
"Favor, None","Against, "
"Favor, None","None, "
"None, None","None, "
"Favor, None","None, "
"None, None","None, "
"None, None","None, "
"Favor, None",", "
"Favor, None","None, "
"None, None","None, "
"None, Against","None, "
"Favor, None",", "
"Against, None","None, "
"Favor, None","None, "
"None, None","None, "
"Favor, Against","None, "
"None, None","None, "
"None, None","None, "
"None, None","None, "
"Favor, Against","None, "
"Favor, None","None, "
"Favor, None","None, "
"Against, None","None, "
"Favor, None","None, "
"Favor, None","None, "
"None, None","None, "
"None, Against","None, "
"Favor, None",", "
"Favor, None",", "
"None, None","Favor, "
"None, None","None, "
"Favor, None","None, "
"Favor, None","None, "
"None, Against","Against, "
"Favor, None",", "
"None, None","Against, "
"None, None","Against, "
"Favor, Against","Against, Against"
"None, None","None, "
"Favor, None","None, "
"Favor, None","None, "
"Against, None","None, None"
"None, None",", "
"Favor, None","None, "
"Favor, None","None, "
"None, None","None, None"
"None, None","None, "
"Favor, None","Against, "
"Favor, None","None, "
"Favor, None","None, "
"None, Against","None, "
"None, None",", "
"Favor, None","None, "
"None, None","None, "
"Favor, None","None, "
"None, None",", "
"None, None","Against, "
"None, None","None, None"
"Favor, None","None, "
"Against, None","None, "
"None, Against","None, "
"Favor, None","None, "
"Favor, None","None, "
"Favor, None","None, "
"None, None","None, None"
"None, None","None, "
"None, None","None, "
"Favor, None","None, "
"Favor, None","None, "
"Favor, None","None, "
"None, None","Against, "
"None, None","None, "
"Against, None","None, "
"None, None","None, "
"None, Against",", "
"Favor, None","None, None"
"None, None","None, "
"None, None","None, "
"None, None","Against, "
"None, Against","None, "
"Against, None","None, "
"Favor, None","Against, "
"Favor, Against","None, "
"None, None","Against, "
"None, None",", "
"Favor, None","None, "
"Favor, None",", "
"Against, None","None, "
"None, None","None, "
"None, None","None, "
"None, None","None, "
"None, None","None, "
"None, Against","None, "
"None, Against","Against, "
"Favor, None","None, "
"None, Against",", "
"Against, None","None, "
"Favor, None","None, "
"None, Against","None, "
"None, None","Favor, Favor"
"Favor, Against",", "
"None, None","None, "
"Favor, None","Against, "
"None, None","None, "
"Favor, None",", "
